title,popular_rank,startYear,episodes,language,origin_country,plot,summary,rating,genres,cast,image_url,imdb_id
The Big Family Cooking Showdown,3125,2017,26,English,United Kingdom,"Competitive food show celebrating the families who make ordinary food extraordinary, presented by Zoe Ball and Nadiya Hussain.","Competitive food show celebrating the families who make ordinary food extraordinary, presented by Zoe Ball and Nadiya Hussain.",7,Reality-TV,"['Angellica Bell', 'Tommy Banks', 'Zoë Ball', 'Nadiya Hussain', 'Giorgio Locatelli', 'Rosemary Shrager', 'Mike Antoniou']",https://m.media-amazon.com/images/M/MV5BMDYwYTM0MGEtOGEwNS00MjlhLTg0NmMtZjFkNTAzODc1ZjdiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt7518558
The Big Flower Fight,3073,2020,8,English,United Kingdom,"Ten pairs of florists, sculptors and garden designers face off in a friendly floral fight to see who can build the biggest, boldest garden sculptures.","Ten pairs of florists, sculptors and garden designers face off in a friendly floral fight to see who can build the biggest, boldest garden sculptures.",7.5,Reality-TV,"['James Alexander-Sinclair', 'Kristen Griffith-Vanderyacht', 'Natasia Demetriou', 'Vic Reeves']",https://m.media-amazon.com/images/M/MV5BMDZhOWY5OWQtZDVlNS00NDcxLWIyMGItZWI2YjlmNDEyYmI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt12200714
The Big Show Show,1683,2020,10,English,United States,"When Big Show's teenage daughter comes to live with him and his wife and two other daughters, he quickly becomes outnumbered and outsmarted. Despite being 7 feet tall and weighing 400 pounds, he is no longer the center o... Read all","When Big Show's teenage daughter comes to live with him and his wife and two other daughters, he quickly becomes outnumbered and outsmarted. Despite being 7 feet tall and weighing 400 pounds, he is no longer the center of attention.",6.4,Comedy,"['Paul Wight', 'Allison Munn', 'Reylynn Caster', ""Lily Brooks O'Briant"", 'Juliet Donenfeld', 'Jaleel White', 'Dallas Young', 'Ben Giroux', 'Jaime Moyer', 'Asif Ali', 'Jolie Hoang-Rappaport', 'Marisa Chen Moller', 'Emma Loewen', 'Tessa Espinola', 'Mark Henry', 'Gabriel Iglesias', 'Jill Basey', 'Mick Foley']",https://m.media-amazon.com/images/M/MV5BN2U2ZGE0MGMtODczOC00NzM4LTkyMTAtY2ViNmRjMzMwMzVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt10726356
The Blacklist,9,2013,175,English,United States,"A new FBI profiler, Elizabeth Keen, has her entire life uprooted when a mysterious criminal, Raymond Reddington, who has eluded capture for decades, turns himself in and insists on speaking only to her.","A highly articulate, erudite and intelligent businessman and mastermind, ""Red"" Reddington, has allegedly been on the ""10 Most Wanted List"" of various U.S. law enforcement agencies for over 20 years. The legend is that Red is as elusive as he is clever, controlling a labyrinth of creative enterprises, coupled with uncanny ability to gather and finesse information at the drop of a hat. On the first day at FBI for a new female profiler fresh out of Quantico, Red offers to bandy wits with the FBI. Red promises to deliver various criminals and plots previously unknown to any branch of law enforcement... and all Red requests in return is to choose his muse. —LA-Lawyer",8,Crime.Drama.Mystery,"['James Spader', 'Megan Boone', 'Diego Klattenhoff', 'Ryan Eggold', 'Harry Lennix', 'Hisham Tawfiq', 'Amir Arison', 'Mozhan Marnò', 'Laura Sohn', 'Susan Blommaert', 'Baz', 'Parminder Nagra', 'Teddy Coluca', 'Genson Blimline', 'Deirdre Lovejoy', 'Emily Kell', 'Jonathan Holtzman', 'Katherine Kell']",https://m.media-amazon.com/images/M/MV5BZDA1MzE3M2EtNTE4Ni00OGE4LWE1NjctYzFhMzA2NDgxMDIxXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_FMjpg_UX1000_.jpg,tt2741602
The Bletchley Circle,1255,2012,7,English,United Kingdom,"In 1952, four women who worked at the wartime code-breaking centre, Bletchley Park, reunite to track down a serial killer.","During WWII, men and women working at Bletchley Park played a vital role, breaking the codes used by the German military. Nine years later, former codebreaker Susan is a housewife and mother, but she continues to recognize patterns that surround her in everyday life. When a series of women are brutally murdered around London, Susan sees a pattern emerging. However, when a police-search for what Susan believes to be an overlooked victim turns up nothing, she realizes she cannot solve this puzzle alone. Enlisting three former Bletchley Park colleagues: Millie, Lucy, and Jean; Susan knows they have little time to break this code before the killer strikes again. —L. Hamre",7.9,Crime.Drama.Mystery,"['Rachael Stirling', 'Julie Graham', 'Sophie Rundle', 'Anna Maxwell Martin', 'Mark Dexter', 'Hattie Morahan', 'Faye Marsay', 'Nick Blood', 'Ed Birch', 'Michael Gould', 'Elliot Kerley', 'Jocelyn Macnab', 'Steven Robertson', 'Kieran Bew', 'Simon Chandler', 'Edyta Budnik', 'Matthew Cullum', 'Brana Bajic']",https://m.media-amazon.com/images/M/MV5BNTE3YmViOWQtMGE3ZS00ODIxLWIxYjEtZWM2OTk4MTFlZDgwXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_FMjpg_UX1000_.jpg,tt2275990
The Bletchley Circle: San Francisco,1838,2018,8,English,United Kingdom,Two female British code breakers team with American cryptographers to solve a series of murders in San Francisco.,"Set during the thrilling social change of the mid-1950s, THE BLETCHLEY CIRCLE: SAN FRANCISCO captures the lives of four remarkable women gifted with extraordinary intelligence, breathtaking capacity for pattern recognition, and a genius for decryption. Years after secretly serving during WWII as code-breakers tasked with penetrating the Axis Powers' secret communications, they turn their skills to solving murders overlooked by police. In the process they are plunged into fascinating corners of the city, forge powerful relationships, and rediscover their own powers and potential. Our women achieve justice not only for the victims, but also for themselves as they carve out new lives in the wider world.",6.9,Crime.Drama.Mystery,"['Crystal Balint', 'Rachael Stirling', 'Chanelle Peloso', 'Julie Graham', 'Ben Cotton', 'Jennifer Spence', 'Peter Benson', 'Colin Lawrence', 'Agape Mngomezulu', 'Aria Birch', 'Luke Camilleri', 'Chelah Horsdal', 'Nicholas Lea', 'Noel Johansen', 'Jessica Harmon', 'Adrian Hough', 'Graeme McComb', 'Aaron Craven']",https://m.media-amazon.com/images/M/MV5BMjVkOWJiNGYtMDU5NC00OGNiLWFlYTUtNTg1NTMwZmI1MmZmXkEyXkFqcGdeQXVyNzgwNzAyMA@@._V1_FMjpg_UX1000_.jpg,tt7978912
The Bold Type,62,2017,52,English,United States,A glimpse into the outrageous lives and loves of those responsible for a global women's magazine.,"""The Bold Type"" is inspired by the life of ""Cosmopolitan"" editor in chief, Joanna Coles. The show is a glimpse into the outrageous lives and loves of those responsible for a global women's magazine. Their struggles are about finding your identity, managing friendships and getting your heart broken, all while wearing the perfect jeans to flatter any body type.",7.9,Comedy.Drama,"['Katie Stevens', 'Aisha Dee', 'Meghann Fahy', 'Melora Hardin', 'Sam Page', 'Matt Ward', 'Stephen Conrad Moore', 'Adam Capriolo', 'Stephanie Costa', 'Dan Jeannotte', 'Nikohl Boosheri', 'Gildart Jackson', 'Peter Vack', 'Luca James Lee', 'Alexis Floyd', 'Julia Dawi', 'Mat Vairo', 'Eva Avila']",https://m.media-amazon.com/images/M/MV5BZDkyNjAxN2ItNzJhYi00YzYzLTljZjEtOWE0MjdiNzE2OWMyXkEyXkFqcGdeQXVyNTk0NTc1NDA@._V1_FMjpg_UX1000_.jpg,tt6116060
The Boondocks,604,2005,56,English,United States,"Adventures of two boys, Riley and Huey Freeman, who undergo a culture clash when they move from Chicago to the suburbs to live with their grandfather.","Based on the original comic strip Boondocks, Two young brothers (Huey and Riley) move away from their birth city to live with their irascible grandfather out in the suburbs. With one brother being socially and politically motivated and the younger brother a stereotypical black youth who likes rap music and culture etc Biting socio-political commentary ensues when they meet a whole cast of crazy exaggerated characters set in a mainly white middle upper class neighbourhood. —Anonymous",8.4,Action.Animation.Comedy,"['Regina King', 'John Witherspoon', 'Gary Anthony Williams', 'Cedric Yarbrough', 'Jill Talley', 'Gabby Soleil', 'Jim Meskimen', 'Carl Jones', 'Kevin Michael Richardson', 'Corey Burton', 'Charlie Murphy', 'DeRay Davis', 'Kym Whitley', 'Sam McMurray', 'Affion Crockett', 'Rob Paulsen', 'Edward Asner', 'Melique Berger']",https://m.media-amazon.com/images/M/MV5BMjA5OTNhNDQtODU0ZS00MmMyLWJkZmMtZmIyNjRhOTFlODMwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_FMjpg_UX1000_.jpg,tt0373732
The Booth at the End,2755,2011,10,English,United States,"Everyone wants something. There is a mysterious figure who sits in the booth at the end, who you make a deal with to get what you want. You do the task or you don't - that is up to you, but there are no rule changes in t... Read all","Everyone wants something. There is a mysterious figure who sits in the booth at the end, who you make a deal with to get what you want. You do the task or you don't - that is up to you, but there are no rule changes in this captivating show. —TricKy",8.3,Drama.Mystery,"['Xander Berkeley', 'Jennifer Del Rosario', 'Jenni Blong', 'Michelle Dunker', 'Matt Boren', 'Sarah Clarke', 'Jack Conley', 'Dayton Callie', 'Kate Maberly', 'Noel Fisher', 'Abby Miller', 'Matt Nolan', 'Danny Nucci', 'Brendan Chadd Thomas', 'Keegan Boos', 'Norma Michaels', 'Romy Peniche', 'Rina Varughese']",https://m.media-amazon.com/images/M/MV5BMjE1NTY1MDcxOV5BMl5BanBnXkFtZTcwMDUyOTcxOA@@._V1_FMjpg_UX1000_.jpg,tt1554369
The Boss Baby: Back in Business,1260,2018,50,English,United States,"With a little help from his brother and accomplice, Tim, Boss Baby tries to balance family life with his job at Baby Corp headquarters.","With a little help from his brother and accomplice, Tim, Boss Baby tries to balance family life with his job at Baby Corp headquarters.",6.5,Adventure.Animation.Comedy,"['JP Karliak', 'David W. Collins', 'Flula Borg', 'Pierce Gagnon', 'Kevin Michael Richardson', 'Alex Cazares', 'Hope Levy', 'Brandon Scott', 'Eric Bell Jr.', 'Nora Dunn', 'Jake Green', 'Victor Raider-Wexler', 'Tora Kim-Lake', 'Kari Wahlgren', 'Sainty Nelsen', 'Justin Felbinger', 'Jonathan Kite', 'David Lodge']",https://m.media-amazon.com/images/M/MV5BMDVlOWFlYWQtZDdjYS00MWI2LTk2MzUtYjg1N2QyOGIwZDIzXkEyXkFqcGdeQXVyNzQwMTExNDA@._V1_FMjpg_UX1000_.jpg,tt7741824
The Boulet Brothers' DRAGULA: Search for the World's First Drag Supermonster,2664,2016,28,English,United States,"The Boulet Brothers host a reality series to reveal the World's next Dragula Supermonster. Each drag artist vies for the title and crown through a series of challenges to unveil their best drag, filth, horror and glamour... Read all","One hour long competition reality show created and hosted by drag horror icons, the Boulet Brothers. Each season eleven drag artists from around the world are brought to Hollywood to compete in an underground style drag competition for the chance to win $25,000.00 and the crown of ""Dragula"" - the World's Next Drag Supermonster. Each episode tests the competitors' skills in a variety of challenges ranging from costume creation, special effects makeup, live performance and acting abilities that push them to their limits. The winner of each challenge is rewarded with a valuable prize, and the two contestants who end up on the bottom must face their worst fears in a unique and terrifying ""extermination challenge"" to earn the right to remain on the show for one more week. At the end of each season, the final three remaining performers compete in a grand drag ball where they must create three floor shows based off of the tenets of Dragula - Drag, Filth, Horror, and Glamour. The winner receives a custom crown and scepter, a $25,000.00 cash prize, a live performance contract and the title of ""Dragula"" - the World's Next Drag Supermonster.",7.9,Game-Show.Horror.Reality-TV,"['The Boulet Brothers', 'Antonio Yee', 'Disasterina', 'Landon Cider', 'Evah Destruction', 'Israel Zamora', 'Hollow Eve', 'Malik Adjuia Smith-Thompson', 'Maxi Glamour', 'Darren Stein', 'Jorge Alcantar', 'Justin Bear', 'Jonathan Caballero', 'Logan Jennings', 'Alfredo Salinas', 'Loris Volkle', 'Joshua Grannell', 'Johnny White']",https://m.media-amazon.com/images/M/MV5BYTIxYTdhZDAtNWJkMy00NjU0LTg1MDUtODFmMGFhMTU3OWE5XkEyXkFqcGdeQXVyNTk5NDY5Njc@._V1_FMjpg_UX1000_.jpg,tt6289132
The Break with Michelle Wolf,5071,2018,10,English,United States,Comedian Michelle Wolf riffs on the latest topics and trends of the day.,Comedian Michelle Wolf riffs on the latest topics and trends of the day.,5.3,Comedy.Talk-Show,"['Michelle Wolf', 'D.J. Jer-z', 'Michael Hartney', 'Evan Kaufman', 'Amber Ruffin', 'Mike Yard', 'A.J. Allen', 'Jeremy Holm', 'Molly Lloyd', 'Connor Briggs', 'Nicole Nelson', 'Evan Williams', 'Brian Cade', 'Christine Nangle', 'Kendrick Alan Reinsch', 'Desi Domo', 'Greg Stone', 'Aliza Berger']",https://m.media-amazon.com/images/M/MV5BNzM5Nzk1MTUxNF5BMl5BanBnXkFtZTgwNjc3OTU1NTM@._V1_FMjpg_UX1000_.jpg,tt8010342
The Bureau of Magical Things,1416,2018,21,English,Australia,"Teenage girl Kyra accidentally discovers an extraordinary world and gains magical powers; when an unexpected threat emerges, she must unite fairies, elves and humans to save them all.","Once upon a time the human world and the world of magic - called the fae world - existed in harmony. But as technology advanced, the fae world was pushed back. Faeries and other magical creatures became endangered species. Now someone wants to change that and restore magic to its rightful place - no matter the cost. Kyra and Peter must solve the mystery of who that enigmatic figure is and how they will achieve their goal. The investigation leads them to uncover secrets in both the human and fae worlds that no one could have imagined.",6.7,Fantasy.Mystery,"['Kimie Tsukakoshi', 'Elizabeth Cullen', 'Mia Milnes', 'Julian Cullen', 'Rainbow Wedell', 'Jamie Carter', 'Christopher Sommers', 'Steve Nation', 'Melanie Zanetti', 'Arnijka Larcombe-Weate', 'Nicholas Bell', 'Maggie Kirkpatrick', 'Joel Pierce', 'Paul Bishop', 'Kylie Loveday', 'Darko Tuscan', 'Wayne Quilliam', 'Nick Turello']",https://m.media-amazon.com/images/M/MV5BNDM1NDg5ZTUtNDU1Ni00YmRjLWEyNjEtNDgxYjRlZTBmMTg4XkEyXkFqcGdeQXVyODcxNTMyMTQ@._V1_FMjpg_UX1000_.jpg,tt7153034
The Business of Drugs,3367,2020,6,English,United States,"To understand the origins and true impact of the business of drugs, a former CIA analyst investigates the economics of six illicit substances.","To understand the origins and true impact of the business of drugs, a former CIA analyst investigates the economics of six illicit substances.",7.2,Crime.Documentary,"['Amaryllis Fox', 'Yasmin Hurd', 'Rodrigo Canales', 'Amado De Andres', 'Mr. K', 'Richard Ormond', 'Roy', 'Suttipan Takkapaijit', 'Paul F. Daley', 'Wanda James', 'Mohamed Ali', 'Ron Block Jr.', 'Patrick Kelly', 'Ann Shulgin', 'Zeya', 'Hernando Florez', 'Georgia', 'John-Allan Namu']",https://m.media-amazon.com/images/M/MV5BODI1OTc3NzQtNjBlOC00YTNlLWI3NDQtYWIyZDVmYzdmZDBkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt12588416
The Cabin with Bert Kreischer,2097,2020,5,English,United States,"After years on the grind, Bert Kreischer sets out on a purifying retreat to a remote cabin.","After years on the grind, Bert Kreischer sets out on a purifying retreat to a remote cabin.",7.1,Comedy.Reality-TV,"['Bert Kreischer', 'LeeAnn Kreischer', 'Kaley Cuoco', 'Joey Diaz', 'Fortune Feimster', 'Bobby Lee', 'Nikki Glaser', 'Joel McHale', 'Donnell Rawlings', 'Tom Segura', 'Caitlyn Jenner', 'Danny Torres', 'Patricia Williams', 'Gabriel Iglesias', 'Georgia Kreischer', 'Omar Torres', 'Al Kreischer', 'Ila Kreischer']",https://m.media-amazon.com/images/M/MV5BNzhhYmI2NTMtMWNhNi00ZTZjLThmZjAtYjBkYjI0Yzk2OGNmXkEyXkFqcGdeQXVyNjk3NTM2ODg@._V1_FMjpg_UX1000_.jpg,tt11666848
The Casketeers,3974,2018,22,English,New Zealand,Maori funeral directors Francis and Kaiora Tipene and staff temper good humor with care and respect as they help Polynesian families cope with loss.,Maori funeral directors Francis and Kaiora Tipene and staff temper good humor with care and respect as they help Polynesian families cope with loss.,7.5,Documentary,"['Francis Tipene', 'Kaiora Tipene']",https://m.media-amazon.com/images/M/MV5BOGI4NjQ2MmMtYjc2MC00ZTIyLWJiNjUtY2M2ZTJmMjdjYWNjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt8365054
The Celebrity Plastic Surgeons of Beverly Hills,4757,2016,17,English,United States,"Plastic surgeons to Hollywood. Drs. Robert Rey and Jason Diamond are joined by Dr. David Amron, Dr. Kevin Sands, & Dr. Craig Ziering. Reality tv that follows the lives of four of the best plastic surgeons in Beverly Hill... Read all","Plastic surgeons to Hollywood. Drs. Robert Rey and Jason Diamond are joined by Dr. David Amron, Dr. Kevin Sands, & Dr. Craig Ziering. Reality tv that follows the lives of four of the best plastic surgeons in Beverly Hills, from all the amazing work they do to family lives.",5,Reality-TV,"['Robert M. Rey', 'David Amron', 'Jason Diamond', 'Kevin Sands', 'Hayley Rey', 'Craig Ziering', 'Jessica Amron', 'Jessica Diamond', 'Alana Sands', 'Bill Champlin', 'Tamara Champlin', 'Susie Feldman', 'Roger James', 'Lisa Ling', 'Sydney Rey', 'Nicole Rogers', 'Vladae Roytapel', 'Angela Scott']",https://m.media-amazon.com/images/M/MV5BNWY0MWIyMWQtMmJjNC00OTQ0LTg3M2QtODUzN2Q3ZWFjNjAwXkEyXkFqcGdeQXVyMzM0MjMxNjE@._V1_FMjpg_UX1000_.jpg,tt6024868
The Characters,2448,2016,8,English,United States,No rules. No expectations. A half hour to make their mark. Eight different comedians each get an episode to show their skills in comedy.,No rules. No expectations. A half hour to make their mark. Eight different comedians each get an episode to show their skills in comedy.,5.4,Comedy,"['John T. Reynolds', 'Kate Berlant', 'John Early', 'Jon Bander', 'Sue Galloway', 'Jacqueline Novak', 'Brandon Scott Jones', 'C.J. Wilson', 'Wes Haney', 'Phil Burgers', 'Paul W. Downs', 'Lauren Lapkus', 'Tim Robinson', 'Natasha Rothwell', 'Henry Zebrowski', 'Lauren Adams', 'Leigh Adel-Arnold', 'Stephanie Allynne']",https://m.media-amazon.com/images/M/MV5BMDQ5OGQyZDItM2RkYi00YjIwLTk5MTctMTAzNzczZDI5YzE0XkEyXkFqcGdeQXVyNjYzMDA4MTI@._V1_FMjpg_UX1000_.jpg,tt5228026
The Chef Show,1868,2019,25,English,United States,"Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.","Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.",8.2,Documentary,"['Jon Favreau', 'Roy Choi', 'Aaron Franklin', 'Andrew Rea', 'David Chang', 'Wes Avila', 'Dave Filoni', 'Spencer Gomez', 'Evan Kleiman', 'Gwyneth Paltrow', 'Robert Rodriguez', 'Seth Rogen', ""Daniele U'Diti"", 'Bill Burr', 'Ford Fry', 'Jazz Singsanong', 'Daniel Vaughn', 'Kevin Feige']",https://m.media-amazon.com/images/M/MV5BNzdlMmYxMTMtNDBmMy00Y2NjLWExMTQtOGMyM2EyYjI2ODE4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,tt10359446
The Circle: Brazil,4094,2020,12,Portuguese,Brazil,"Be yourself or someone else? In this fun reality competition, online players try their best to flirt, bond and catfish their way to a R$ 300,000 prize.","Be yourself or someone else? In this fun reality competition, online players try their best to flirt, bond and catfish their way to a R$ 300,000 prize.",6.8,Reality-TV,"['Giovanna Ewbank', 'Raphael Dumaresq', 'J.P. Gadelha', 'Marina Gregory', 'Lucas Blazute', 'Marcel Blazute', 'Lorayne Oliver', 'João Akel', 'Rayssa Santos', 'Loma Lisboa', 'Raf Vilar', 'Gaybol', 'Rob Vulcan', 'Renan Marconi', 'Ana Carla Medeiros']",https://m.media-amazon.com/images/M/MV5BZjUzZTEwMzktMDI4NC00M2Q3LWFlZmUtNmNhNmI1ZGVmNTExXkEyXkFqcGdeQXVyMTk2NDE3Mzc@._V1_FMjpg_UX1000_.jpg,tt9581782
The Comedy Lineup,4374,2018,16,English,United States,Substantial laughs. Bite-sized specials. Spend an evening with the next generation of stand-up comedy stars.,Substantial laughs. Bite-sized specials. Spend an evening with the next generation of stand-up comedy stars.,5.9,Comedy,"['Aisling Bea', 'Michelle Buteau', 'J.R. De Guzman', 'Tim Dillon', 'Sabrina Jalees', 'Janelle James', 'Sam Jay', 'Josh Johnson', 'Ian Karmel', 'Jak Knight', 'Matteo Lane', 'Max Silvestri', 'Taylor Tomlinson', 'Phil Wang', 'Kate Willett', 'Emma Willmann']",https://m.media-amazon.com/images/M/MV5BMjA5MGVmNTUtYTU0YS00MzE0LThlMDMtM2VkMzBmMzE3NjZlXkEyXkFqcGdeQXVyMjQzOTM1NTc@._V1_FMjpg_UX1000_.jpg,tt8687584
The Confession Killer,2064,2019,5,English,United States,"Henry Lee Lucas was known as America's most prolific serial killer, admitting to hundreds of murders, but, as DNA results contradict his confessions, will they expose the biggest criminal justice hoax in U.S. history?","Henry Lee Lucas was known as America's most prolific serial killer, admitting to hundreds of murders, but, as DNA results contradict his confessions, will they expose the biggest criminal justice hoax in U.S. history?",7.4,Crime.Documentary,"['Nan Cuba', 'Bob Prince', 'Hugh Aynesworth', 'Phil Ryan', 'Clemmie Schroeder', 'Vic Feazell', 'Mike Cox', 'Parker McCollough', 'Joyce Lemons', 'Ninfa Sheppard Lambert', 'Linda Erwin', 'Anne Gilmore', 'Larry Hawkins', 'Truman Simons', 'Jim Henderson', 'Liz Flatt', 'George W. Bush', 'Michael Jarrett']",https://m.media-amazon.com/images/M/MV5BMzM3NzQyYmItOTNjZS00MTVmLThhMWEtOGYxNDkzNTBiOTkyXkEyXkFqcGdeQXVyMzEzMDM1ODA@._V1_FMjpg_UX1000_.jpg,tt11307176
The Confession Tapes,2733,2017,11,English,United States,A critical look into some true crime cases where American law enforcement made up for lack of actual physical evidence by using devious psychological tactics during interrogation in order to extract confessions from naiv... Read all,A critical look into some true crime cases where American law enforcement made up for lack of actual physical evidence by using devious psychological tactics during interrogation in order to extract confessions from naive suspects.,7.5,Crime.Documentary,"['David Burns', 'Loretta Fisher', 'Brian Hutchinson', 'Sarah Isaacs', 'Ken Klonsky', 'James Konat', 'Michael Levine', 'Jason Saunders', 'Bob Thompson', 'Michael Abramsky', 'Calvin Alston', 'Orlando Bell', 'John Blume', 'Lamont Bobbitt', 'Karen Boes', 'Jeff Boeve', 'Robert J. Colombo', 'Kevin Cornell']",https://m.media-amazon.com/images/M/MV5BM2U4NzMxODItMDM0ZC00MzExLWI4ODktZjNjNDIzOTYyMTE2XkEyXkFqcGdeQXVyMjQzNzk2ODk@._V1_FMjpg_UX1000_.jpg,tt7349602
The Crew,740,2021,10,English,United States,Life in the garage swerves off track for a NASCAR crew chief and his tight-knit racing team when a new boss steps in and shakes things up.,Life in the garage swerves off track for a NASCAR crew chief and his tight-knit racing team when a new boss steps in and shakes things up.,6.6,Comedy,"['Kevin James', 'Jillian Mueller', 'Freddie Stroma', 'Gary Anthony Williams', 'Dan Ahdoot', 'Sarah Stiles', 'Paris Berelc', 'Bruce McGill', 'Mather Zickel', 'Jamie Little', 'Lesli Margherita', 'Ryan Blaney', 'Gregory Porter Miller', 'Mike Joy', 'J. Bernard Calloway', 'Kim Coates', 'Brandon James Ellis', 'Henry Bazemore Jr.']",https://m.media-amazon.com/images/M/MV5BN2JjZTdmMGQtOWU5NC00MTdjLTlkMjgtMzBjNDQ3MDFmZmE0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_FMjpg_UX1000_.jpg,tt10971022
The Crown,43,2016,60,English,United Kingdom,Follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the twentieth century.,"This show focuses on Queen Elizabeth II as a young newlywed faced with leading the world's most famous monarchy, while forging a relationship with legendary Prime Minister Sir Winston Churchill. The British Empire is in decline, the political world is in disarray, but a new era is dawning. Peter Morgan's masterfully researched scripts reveal the Queen's private journey behind the public façade with daring frankness. Prepare to see into the coveted world of power and privilege behind the locked doors of Westminster and Buckingham Palace. —Netflix",8.6,Biography.Drama.History,"['Claire Foy', 'Olivia Colman', 'Imelda Staunton', 'Matt Smith', 'Tobias Menzies', 'Jonathan Pryce', 'Lesley Manville', 'Elizabeth Debicki', 'Dominic West', 'Charles Edwards', 'Marion Bailey', 'Victoria Hamilton', 'Helena Bonham Carter', 'Vanessa Kirby', 'Pip Torrens', 'Sam Phillips', 'Erin Doherty', 'Will Keen']",https://m.media-amazon.com/images/M/MV5BZmY0MzBlNjctNTRmNy00Njk3LWFjMzctMWQwZDAwMGJmY2MyXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_FMjpg_UX1000_.jpg,tt4786824
The Cuba Libre Story,3394,2016,8,English,France,"This documentary series recounts the tumultuous history of Cuba, a nation of foreign conquest, freedom fighters and Cold War political machinations.","This documentary series recounts the tumultuous history of Cuba, a nation of foreign conquest, freedom fighters and Cold War political machinations.",7.7,Documentary.History,"['Ken Eaken', 'Jaime Suchlicki', 'Jean-Pierre Clerc', 'Michael Zeuske', 'J.A. Rodríguez Menier', 'Fernando Martínez Heredia', 'Peter B. Schumann', 'Serge Raffy', 'Víctor Emilio Dreke Cruz', 'Nikolai Leonov', 'Chris Simmons', 'Antonio Néstor Álvarez Pitaluga', 'Esteban Morales Domínguez', 'Dariel Alarcón Ramirez', 'Bert Hoffmann', 'Egon Krenz', 'Harry Villegas', 'Waldo Díaz-Balart']",https://m.media-amazon.com/images/M/MV5BNjllMDYzZjMtMWIzOC00NGQyLThlNzItZjFjYWM0MjdjNTJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTUyMTMwNDc@._V1_FMjpg_UX1000_.jpg,tt6335696
The Daily Life of the Immortal King,1370,2020,5,Chinese,China,"Wang Ling is a near-invincible existence with powers far beyond his control. But now that he's sixteen, he faces his greatest battle yet - Senior High School.","As a cultivation genius who has achieved a new realm every two years since he was a year old, Wang Ling is a near-invincible existence with powers far beyond his control. But now that he's sixteen, he faces his greatest battle yet - Senior High School. With one challenge after another popping up, his plans for a low-key high school life seem further and further away. —Novel Updates",7.7,Adventure.Animation,"['Qian Chen', 'Gu Jiangshan', 'Lulu', 'Zhao Shuang', 'Nie Xiying']",https://m.media-amazon.com/images/M/MV5BMmUyMmE3ZmMtYzZlYS00NmNkLThjMGQtZmVkODFjYjcwMmVjXkEyXkFqcGdeQXVyOTI5MTc1OTM@._V1_FMjpg_UX1000_.jpg,tt11755260
The Dark Crystal: Age of Resistance,682,2019,10,English,United Kingdom,"Return to the world of Thra, where three Gelfling discover the horrifying secret behind the Skeksis' power, and set out to ignite the fires of rebellion and save their world.","Another world, another time, another age. The Crystal of Truth, heart of the planet Thra, is controlled by the cruel and cunning Skeksis who use its power to bend the planet's will and subjugate The Gelfling: the gentle and kind creatures who will start the Age of Resistance and thwart their masters' schemes. —Johnny",8.4,Adventure.Drama.Family,"['Neil Sterenberg', 'Beccy Henderson', 'Nathalie Emmanuel', 'Taron Egerton', 'Kevin Clash', 'Victor Yerrid', 'Warrick Brownlow-Pike', 'Anya Taylor-Joy', 'Alice Dinnean', 'Dave Chapman', 'Jason Isaacs', 'Olly Taylor', 'Louise Gold', 'Helena Smee', 'Donna Kimball', 'Damian Farrell', 'Katherine Smee', 'Isabella Laughland']",https://m.media-amazon.com/images/M/MV5BNjVjODZmYWEtNjZhNC00MTdkLTgyMGYtNDBiODRmMzJkMDdjXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_FMjpg_UX1000_.jpg,tt6905542
